"iso3c","year","gini_disp","gini_mkt","gini_disp_se","gini_mkt_se"
"EST",1995,33.6,48,1,1.5
"EST",1996,34,48.3,1,1.4
"EST",1997,34.4,48.6,1,1.4
"EST",1998,34.8,48.8,0.9,1.3
"EST",1999,35,48.9,0.9,1.2
"EST",2000,35,48.8,0.9,1
"EST",2001,34.7,48.9,0.8,1.1
"EST",2002,34.5,48.8,0.8,1.1
"EST",2003,34.4,48.9,0.8,1
"EST",2004,34,48.7,0.8,1
"EST",2005,33.5,48.2,0.7,1
"EST",2006,33,47.6,0.7,1
"EST",2007,32.2,46.8,0.7,1
"EST",2008,31.9,46.7,0.7,1
"EST",2009,31.9,46.9,0.8,1
"EST",2010,32.2,47.4,0.8,1
"EST",2011,32.6,47.6,0.8,1
"EST",2012,32.9,47.9,0.8,1
"EST",2013,33.2,48.3,0.8,1
"EST",2014,33,47.9,0.8,1.1
"EST",2015,32.4,47.3,0.8,1.2
"EST",2016,31.8,46.7,0.9,1.3
"EST",2017,31.4,46.3,1,1.5
"ETH",1995,34.7,37,2.2,2.3
"ETH",1996,34.5,36.6,2.1,2.2
"ETH",1997,34.1,36.2,2.1,2.1
"ETH",1998,33.8,35.8,2,2
"ETH",1999,33.5,35.3,1.9,1.9
"ETH",2000,33.3,35.1,2,1.9
"ETH",2001,33.2,35,2,1.9
"ETH",2002,33.2,34.9,2,1.9
"ETH",2003,33,34.8,2,2
"ETH",2004,33,34.7,1.8,1.9
"ETH",2005,32.9,34.7,1.9,2
"ETH",2006,32.9,34.8,2,2
"ETH",2007,33,34.8,2,2
"ETH",2008,33,34.8,2,2.1
"ETH",2009,33.1,34.9,2,2.1
"ETH",2010,33.1,35,2,2
"ETH",2011,33.1,35,2,2.1
"ETH",2012,33.2,35.1,2.2,2.2
"ETH",2013,33.3,35.2,2.1,2.3
"ETH",2014,33.3,35.3,2.2,2.4
"ETH",2015,33.4,35.3,2.3,2.4
"FIN",1986,20.4,38.8,0.6,0.9
"FIN",1987,20.6,39,0.4,0.7
"FIN",1988,20.7,39.5,0.5,0.7
"FIN",1989,20.9,39.9,0.5,0.8
"FIN",1990,21,40.2,0.4,0.7
"FIN",1991,21,40.6,0.4,0.7
"FIN",1992,21.3,41.1,0.5,0.7
"FIN",1993,21.9,42.2,0.5,0.8
"FIN",1994,22.1,43.3,0.5,0.8
"FIN",1995,22.2,44.9,0.5,0.7
"FIN",1996,22.9,44.8,0.5,0.8
"FIN",1997,23.6,45.3,0.5,0.8
"FIN",1998,24.1,46,0.5,0.8
"FIN",1999,24.5,46.6,0.5,0.8
"FIN",2000,24.8,46.9,0.5,0.8
"FIN",2001,24.9,47.2,0.5,0.8
"FIN",2002,24.9,47.3,0.5,0.8
"FIN",2003,25,47.4,0.5,0.8
"FIN",2004,25.3,47.6,0.6,0.8
"FIN",2005,25.3,47.9,0.5,0.8
"FIN",2006,25.5,48,0.5,0.8
"FIN",2007,25.6,47.7,0.5,0.8
"FIN",2008,25.2,47.8,0.5,0.7
"FIN",2009,25.1,47.7,0.5,0.8
"FIN",2010,25.4,48,0.6,0.7
"FIN",2011,25.3,48.2,0.5,0.7
"FIN",2012,25.2,48.2,0.5,0.8
"FIN",2013,25.4,48.5,0.5,0.8
"FIN",2014,25.2,48.4,0.5,0.8
"FIN",2015,25.4,48.7,0.5,0.8
"FIN",2016,25.6,49.3,0.6,0.8
"FIN",2017,25.8,49.3,0.6,0.9
"FIN",2018,25.8,49.3,0.9,1.3
"FJI",1986,41.7,43.9,2.7,3.1
"FJI",1987,41.7,43.9,2.7,3
"FJI",1988,41.7,44,2.7,3
"FJI",1989,41.7,44,2.6,2.9
"FJI",1990,41.7,44,2.6,2.9
"FJI",1991,41.7,44,2.5,2.8
"FJI",1992,41.6,43.9,2.6,2.9
"FJI",1993,41.6,43.8,2.6,2.9
"FJI",1994,41.5,43.8,2.5,2.9
"FJI",1995,41.4,43.7,2.5,2.8
"FJI",1996,41.3,43.7,2.5,2.8
"FJI",1997,41.2,43.6,2.5,2.7
"FJI",1998,41.1,43.5,2.4,2.6
"FJI",1999,41.1,43.4,2.4,2.6
"FJI",2000,41,43.4,2.3,2.5
"FJI",2001,40.9,43.3,2.2,2.4
"FJI",2002,40.8,43.3,2.2,2.4
"FJI",2003,40.6,43.1,2.2,2.4
"FJI",2004,40.7,43.1,2.2,2.3
"FJI",2005,40.7,43.1,2.2,2.3
"FJI",2006,40.5,43.1,2.2,2.3
"FJI",2007,40.5,43,2.3,2.4
"FJI",2008,40.4,42.9,2.3,2.3
"FJI",2009,40.2,42.7,2.4,2.4
"FJI",2010,40.2,42.6,2.5,2.6
"FJI",2011,40.1,42.6,2.6,2.8
"FJI",2012,40,42.5,2.7,2.8
"FJI",2013,40,42.5,2.8,2.9
"FRA",1986,30.5,48.7,1.1,1.3
"FRA",1987,30.1,48.4,1.2,1.4
"FRA",1988,29.6,48.2,1,1.3
"FRA",1989,29.1,48,0.8,1
"FRA",1990,28.7,47.8,0.9,1.1
"FRA",1991,28.7,47.9,1,1.2
"FRA",1992,28.7,48,1,1.2
"FRA",1993,28.6,48.1,0.9,1.1
"FRA",1994,28.6,48.2,0.7,0.9
"FRA",1995,28.4,47.8,0.8,1.1
"FRA",1996,28.2,47.4,0.8,1.1
"FRA",1997,28,47.2,0.8,1.1
"FRA",1998,27.9,47.2,0.8,1.1
"FRA",1999,27.9,47.4,0.7,1
"FRA",2000,27.9,47.6,0.6,0.9
"FRA",2001,27.9,47.4,0.8,1.1
"FRA",2002,27.9,47.2,0.8,1.1
"FRA",2003,28,47.2,0.7,1
"FRA",2004,28,47.2,0.7,1
"FRA",2005,28,47.6,0.6,0.8
"FRA",2006,28.2,47.6,0.7,1
"FRA",2007,28.7,48,0.8,1
"FRA",2008,29,48.3,0.7,1.1
"FRA",2009,29.2,48.7,0.7,1
"FRA",2010,29.4,49.2,0.7,0.9
"FRA",2011,29.9,49.4,0.7,1
"FRA",2012,30,49.4,0.7,1.1
"FRA",2013,29.9,49.2,0.8,1.2
"FRA",2014,29.7,49,0.8,1.2
"FRA",2015,29.7,48.9,0.8,1.2
"FRA",2016,29.6,48.8,0.9,1.3
"FRA",2017,29.5,48.6,1,1.5
"GAB",2005,40.9,43,3.1,3.2
"GAB",2006,40.9,43,3.2,3.2
"GAB",2007,40.9,42.9,3.2,3.3
"GAB",2008,40.9,42.9,3.4,3.4
"GAB",2009,40.8,42.9,3.3,3.5
"GAB",2010,40.8,42.9,3.3,3.6
"GAB",2011,40.8,42.9,3.5,3.6
"GAB",2012,40.8,42.8,3.5,3.7
"GAB",2013,40.8,42.8,3.5,3.8
"GAB",2014,40.7,42.8,3.6,3.9
"GAB",2015,40.8,42.8,3.7,4
"GAB",2016,40.7,42.7,3.6,4
"GAB",2017,40.8,42.7,3.8,3.9
"GBR",1986,30.4,48.5,0.6,0.8
"GBR",1987,31.3,49.3,0.7,0.9
"GBR",1988,32,50.1,0.7,0.9
"GBR",1989,32.5,50.7,0.7,0.9
"GBR",1990,33.1,51.3,0.6,0.9
"GBR",1991,33.4,51.4,0.6,0.9
"GBR",1992,33.5,52.1,0.7,0.9
"GBR",1993,33.8,52.7,0.7,0.8
"GBR",1994,33.8,53.1,0.5,0.6
"GBR",1995,33.7,53,0.7,0.8
"GBR",1996,33.4,52.5,0.6,0.8
"GBR",1997,33.5,52.5,0.7,0.9
"GBR",1998,33.7,52.7,0.6,0.8
"GBR",1999,34.1,53,0.5,0.6
"GBR",2000,33.9,52.9,0.6,0.8
"GBR",2001,33.8,52.8,0.7,0.9
"GBR",2002,33.6,52.7,0.6,0.8
"GBR",2003,33.4,52.5,0.5,0.7
"GBR",2004,33.8,52.7,0.5,0.6
"GBR",2005,33.4,52.5,0.5,0.7
"GBR",2006,33.4,52.6,0.5,0.7
"GBR",2007,33.6,52.9,0.5,0.6
"GBR",2008,33.7,53.2,0.5,0.7
"GBR",2009,33.6,53.5,0.5,0.7
"GBR",2010,33.3,53.9,0.5,0.6
"GBR",2011,33,52.9,0.5,0.8
"GBR",2012,32.7,52.5,0.6,0.7
"GBR",2013,32.8,53,0.6,0.7
"GBR",2014,32.7,52.4,0.6,0.8
"GBR",2015,32.8,52.4,0.6,0.8
"GBR",2016,33,52.9,0.6,0.7
"GBR",2017,32.8,52.4,0.6,0.9
"GBR",2018,33.1,52.6,0.9,1.1
"GBR",2019,33.3,52.7,1,1.4
"GEO",1988,32.1,42.2,1.7,2.6
"GEO",1989,32.1,42.4,1.6,2.6
"GEO",1990,32.6,42.8,1.6,2.5
"GEO",1991,33.3,43.4,1.6,2.5
"GEO",1992,34,43.9,1.7,2.4
"GEO",1993,34.7,44.5,1.6,2.3
"GEO",1994,35.4,45.1,1.5,2.2
"GEO",1995,36.1,45.6,1.5,2.1
"GEO",1996,36.8,46.2,1.4,2
"GEO",1997,37.5,46.8,1.3,2
"GEO",1998,38.1,47.3,1.2,1.9
"GEO",1999,38.3,47.6,1.2,1.8
"GEO",2000,38.5,47.8,1.2,1.8
"GEO",2001,38.5,48,1.2,1.8
"GEO",2002,38.5,48.1,1.2,1.7
"GEO",2003,38.5,48.2,1.2,1.8
"GEO",2004,38.6,48.4,1.2,1.7
"GEO",2005,38.8,48.7,1.2,1.6
"GEO",2006,39.1,49,1.2,1.6
"GEO",2007,39.6,49.4,1.2,1.5
"GEO",2008,40,49.8,1.1,1.4
"GEO",2009,40.4,50.2,1.1,1.4
"GEO",2010,40.8,50.5,1,1.2
"GEO",2011,40.5,50.1,1.1,1.3
"GEO",2012,40.1,49.6,1,1.3
"GEO",2013,39.7,49.1,1,1.3
"GEO",2014,39.4,48.9,1.1,1.4
"GEO",2015,39.2,48.7,1.1,1.4
"GEO",2016,39.1,48.5,1.1,1.4
"GEO",2017,39,48.5,1.3,1.7
"GEO",2018,38.9,48.4,1.5,1.9
"GHA",1987,39.6,41.5,2.5,2.5
"GHA",1988,39.7,41.6,2.4,2.4
"GHA",1989,39.8,41.8,2.4,2.4
"GHA",1990,40,42,2.2,2.3
"GHA",1991,40.1,42.2,2.2,2.2
"GHA",1992,40.2,42.4,2.2,2.2
"GHA",1993,40.4,42.5,2.3,2.3
"GHA",1994,40.6,42.7,2.2,2.3
"GHA",1995,40.8,42.9,2.2,2.3
"GHA",1996,41,43.1,2.2,2.3
"GHA",1997,41.1,43.4,2.1,2.3
"GHA",1998,41.3,43.6,2.1,2.3
"GHA",1999,41.5,43.8,2.1,2.3
"GHA",2000,41.7,44,2.2,2.3
"GHA",2001,41.9,44.3,2.2,2.3
"GHA",2002,42.1,44.5,2.1,2.3
"GHA",2003,42.3,44.8,2.1,2.4
"GHA",2004,42.4,45,2.2,2.4
"GHA",2005,42.6,45.2,2.1,2.3
"GHA",2006,42.7,45.3,2.2,2.4
"GHA",2007,42.8,45.5,2.2,2.4
"GHA",2008,42.9,45.6,2.2,2.4
"GHA",2009,43,45.7,2.3,2.5
"GHA",2010,43.2,45.9,2.3,2.5
"GHA",2011,43.3,46,2.4,2.5
"GHA",2012,43.4,46,2.3,2.5
"GHA",2013,43.4,46.1,2.4,2.6
"GHA",2014,43.5,46.2,2.4,2.7
"GHA",2015,43.5,46.2,2.5,2.8
"GHA",2016,43.5,46.2,2.6,3
"GIN",1991,43.7,46.7,2.5,2.7
"GIN",1992,43.7,46.7,2.4,2.7
"GIN",1993,43.7,46.7,2.4,2.5
"GIN",1994,43.7,46.8,2.3,2.3
"GIN",1995,43.5,46.6,2.3,2.3
"GIN",1996,43.3,46.4,2.3,2.3
"GIN",1997,43.1,46.2,2.3,2.3
"GIN",1998,42.9,45.9,2.2,2.2
"GIN",1999,42.7,45.7,2.2,2.2
"GIN",2000,42.5,45.4,2.2,2.2
"GIN",2001,42.3,45.2,2.2,2.1
"GIN",2002,42.1,44.9,2,2.1
"GIN",2003,41.7,44.5,2,2.1
"GIN",2004,41.4,44.1,2.2,2.2
"GIN",2005,41.1,43.7,2.1,2.2
"GIN",2006,40.8,43.3,2.1,2.1
"GIN",2007,40.5,42.9,2.1,2.1
"GIN",2008,40.3,42.7,2.2,2.2
"GIN",2009,40.1,42.4,2.2,2.3
"GIN",2010,39.9,42.1,2.2,2.4
"GIN",2011,39.7,41.8,2.3,2.4
"GIN",2012,39.5,41.5,2.3,2.4
"GMB",1992,45.9,48.8,3.4,3.4
"GMB",1993,46,48.9,3.4,3.3
"GMB",1994,46,48.9,3.3,3.2
"GMB",1995,46,48.9,3.2,3.2
"GMB",1996,46,49,3.1,3.1
"GMB",1997,46,49,3,3
"GMB",1998,46,49,2.9,2.9
"GMB",1999,45.9,49,2.9,3
"GMB",2000,45.9,48.9,2.9,3
"GMB",2001,45.8,48.8,2.8,2.9
"GMB",2002,45.7,48.7,2.8,2.9
"GMB",2003,45.6,48.6,2.8,2.8
"GMB",2004,45.5,48.4,2.8,2.9
"GMB",2005,45.4,48.3,2.8,3
"GMB",2006,45.3,48.1,2.9,2.9
"GMB",2007,45.1,47.9,2.9,2.9
"GMB",2008,45,47.7,2.9,3
"GMB",2009,44.9,47.5,2.9,3
"GMB",2010,44.8,47.4,3,3.1
"GMB",2011,44.6,47.2,3,3.1
"GMB",2012,44.5,47.1,3,3.2
"GMB",2013,44.4,46.9,3.1,3.3
"GMB",2014,44.3,46.8,3.2,3.4
"GMB",2015,44.1,46.6,3.2,3.4
"GNB",1993,42.1,44.5,3,3.4
"GNB",1994,42.1,44.5,2.9,3.2
"GNB",1995,42.1,44.5,2.9,3.2
"GNB",1996,42.1,44.5,2.7,3.2
"GNB",1997,42.1,44.5,2.7,3
"GNB",1998,42.2,44.5,2.7,2.9
"GNB",1999,42.1,44.5,2.6,2.9
"GNB",2000,42.1,44.4,2.5,2.7
"GNB",2001,42.1,44.5,2.5,2.6
"GNB",2002,42.1,44.5,2.3,2.5
"GNB",2003,42.4,44.8,2.4,2.6
"GNB",2004,42.6,45.2,2.4,2.6
"GNB",2005,42.9,45.5,2.4,2.6
"GNB",2006,43.2,45.9,2.4,2.7
"GNB",2007,43.5,46.3,2.4,2.7
"GNB",2008,43.8,46.7,2.5,2.7
"GNB",2009,44.2,47.1,2.5,2.8
"GNB",2010,44.5,47.5,2.5,2.7
"GNQ",2006,50.3,52.3,6.6,6.7
"GRC",1986,34.3,49,1.5,2.1
"GRC",1987,34.1,48.7,1.4,2.2
"GRC",1988,34,48.5,1.4,2
"GRC",1989,34.1,48.4,1.5,2
"GRC",1990,34.1,48.3,1.5,1.9
"GRC",1991,34.2,48.3,1.4,1.9
"GRC",1992,34.3,48.2,1.3,1.8
"GRC",1993,34.3,48.1,1.1,1.6
"GRC",1994,34.4,48,1,1.4
"GRC",1995,34.5,47.8,0.8,1.2
"GRC",1996,34.4,48,1,1.4
"GRC",1997,34.2,48,1.1,1.5
"GRC",1998,34,48.1,1,1.4
"GRC",1999,33.8,48.1,0.9,1.3
"GRC",2000,33.5,47.9,0.9,1.2
"GRC",2001,33.3,48,1,1.3
"GRC",2002,33.1,48.1,1,1.3
"GRC",2003,32.8,48,0.9,1.1
"GRC",2004,32.9,48.1,0.9,1
"GRC",2005,32.9,48.6,0.8,1
"GRC",2006,32.8,49,0.7,1
"GRC",2007,32.6,49,0.7,0.9
"GRC",2008,32.6,49.2,0.7,1
"GRC",2009,32.7,49.6,0.7,1.1
"GRC",2010,33,50.3,0.8,1
"GRC",2011,33.3,50.7,0.8,1
"GRC",2012,33.5,51.2,0.8,1.1
"GRC",2013,33.3,51.6,0.8,1
"GRC",2014,33.3,51.1,0.9,1.1
"GRC",2015,33.1,50.6,0.9,1.1
"GRC",2016,32.8,50.1,0.9,1.2
"GRC",2017,32.5,49.7,1,1.4
"GRD",1998,44.7,46,3.6,4.3
"GRD",1999,44.7,46,3.4,4.3
"GRD",2000,44.6,45.9,3.4,4.2
"GRD",2001,44.4,45.8,3.4,4.2
"GRD",2002,44.4,45.7,3.4,4.2
"GRD",2003,44.3,45.7,3.3,4.2
"GRD",2004,44.1,45.6,3.4,4.2
"GRD",2005,44,45.5,3.3,4.3
"GRD",2006,43.9,45.4,3.2,4.2
"GRD",2007,43.8,45.3,3.2,4.2
"GRD",2008,43.7,45.1,3.1,4.2
"GRL",2002,33.6,53.4,2.6,4.8
"GRL",2003,33.6,53.5,2.5,4.8
"GRL",2004,33.6,53.6,2.4,4.7
"GRL",2005,33.6,53.7,2.3,4.7
"GRL",2006,33.6,53.8,2.3,4.6
"GRL",2007,33.6,53.9,2.3,4.6
"GRL",2008,33.6,54,2.3,4.6
"GRL",2009,33.6,54.1,2.3,4.6
"GRL",2010,33.7,54.2,2.3,4.5
"GRL",2011,33.7,54.3,2.3,4.6
"GRL",2012,33.8,54.4,2.3,4.5
"GRL",2013,33.8,54.4,2.4,4.6
"GRL",2014,33.8,54.5,2.4,4.6
"GRL",2015,33.8,54.5,2.4,4.7
"GRL",2016,33.8,54.5,2.4,4.9
"GRL",2017,33.9,54.5,2.6,4.8
"GRL",2018,33.9,54.5,2.7,5
"GTM",1986,50.1,52.1,1.8,2.5
"GTM",1987,50.2,52.2,1.7,2.4
"GTM",1988,50.3,52.3,1.7,2.4
"GTM",1989,50.3,52.3,1.6,2.3
"GTM",1990,50.3,52.3,1.7,2.3
"GTM",1991,50.2,52.2,1.7,2.4
"GTM",1992,50.1,52.2,1.7,2.3
"GTM",1993,50.1,52.1,1.7,2.3
"GTM",1994,50,52.1,1.7,2.3
"GTM",1995,49.9,52,1.7,2.2
"GTM",1996,49.9,51.9,1.6,2.2
"GTM",1997,49.8,51.9,1.5,2.1
"GTM",1998,49.8,51.8,1.4,1.9
"GTM",1999,49.7,51.7,1.3,1.9
"GTM",2000,49.7,51.6,1.1,1.7
"GTM",2001,49.5,51.3,1.1,1.7
"GTM",2002,49.3,51.1,1.1,1.5
"GTM",2003,48.7,50.6,1,1.5
"GTM",2004,48,50.1,1,1.4
"GTM",2005,47.7,49.7,1.1,1.3
"GTM",2006,47.4,49.4,1,1.2
"GTM",2007,47.2,49.2,1.1,1.3
"GTM",2008,47,48.9,1.2,1.3
"GTM",2009,46.8,48.7,1.2,1.3
"GTM",2010,46.6,48.5,1.1,1.2
"GTM",2011,46.2,48.1,1.1,1
"GTM",2012,45.3,47,1.2,1.2
"GTM",2013,44.4,45.9,1.3,1.3
"GTM",2014,43.4,44.8,1.3,1.2
"GUY",1992,44.7,46.4,3.1,3.9
"GUY",1993,44.8,46.5,3,3.9
"GUY",1994,44.8,46.6,3,3.8
"GUY",1995,44.8,46.7,3,3.8
"GUY",1996,44.9,46.7,3,3.8
"GUY",1997,44.9,46.8,3,3.8
"GUY",1998,44.9,46.8,2.9,3.8
"GUY",1999,45,46.9,2.9,3.8
"GUY",2000,45.1,47,2.9,3.9
"GUY",2001,45.2,47.1,3,3.9
"GUY",2002,45.3,47.2,3.1,3.9
"GUY",2003,45.5,47.3,3.2,4.1
"GUY",2004,45.6,47.4,3.2,4.1
"GUY",2005,45.7,47.5,3.3,4.2
"GUY",2006,45.8,47.6,3.3,4.2
"GUY",2007,45.9,47.7,3.4,4.3
"HKG",1986,38.1,43.1,2.5,3.2
"HKG",1987,38.3,43.3,2.4,3.2
"HKG",1988,38.4,43.6,2.4,3.2
"HKG",1989,38.6,43.8,2.4,3.2
"HKG",1990,38.7,44,2.4,3.1
"HKG",1991,38.9,44.2,2.3,3.1
"HKG",1992,39.1,44.4,2.3,3
"HKG",1993,39.2,44.6,2.2,3
"HKG",1994,39.4,44.8,2.2,2.9
"HKG",1995,39.5,45,2.2,2.8
"HKG",1996,39.7,45.2,2.1,2.8
"HKG",1997,39.8,45.3,2.2,2.8
"HKG",1998,39.9,45.5,2.1,2.9
"HKG",1999,39.9,45.6,2.1,2.9
"HKG",2000,40,45.7,2,2.9
"HKG",2001,40.1,45.8,2,2.8
"HKG",2002,40.2,45.9,2.1,2.9
"HKG",2003,40.2,46,2.1,2.9
"HKG",2004,40.3,46.1,2,2.9
"HKG",2005,40.4,46.2,2.1,2.9
"HKG",2006,40.5,46.3,2,2.9
"HKG",2007,40.5,46.4,2.1,3
"HKG",2008,40.5,46.4,2.1,3
"HKG",2009,40.6,46.5,2.1,3.1
"HKG",2010,40.7,46.6,2.1,3
"HKG",2011,40.7,46.7,2.1,3.1
"HKG",2012,40.6,46.7,2.2,3.2
"HKG",2013,40.7,46.7,2.3,3.2
"HKG",2014,40.7,46.7,2.3,3.3
"HKG",2015,40.7,46.8,2.4,3.3
"HKG",2016,40.7,46.8,2.4,3.4
"HND",1988,49.1,49.1,1.8,3
"HND",1989,49.1,49.1,1.6,2.9
"HND",1990,49,49.1,1.4,2.8
"HND",1991,48.8,48.9,1.3,2.8
"HND",1992,48.8,48.9,1.2,2.7
"HND",1993,48.9,48.9,1.2,2.8
"HND",1994,49.1,49,1.1,2.8
"HND",1995,49.2,49.1,1.1,2.7
"HND",1996,49.2,49.1,1.1,2.8
"HND",1997,49.2,49.1,1.1,2.8
"HND",1998,49.3,49.3,1.1,2.8
"HND",1999,49.6,49.4,1.1,2.8
"HND",2000,50.1,49.7,1.1,2.8
"HND",2001,50.6,50.1,1.1,2.8
"HND",2002,51.1,50.4,1.1,2.8
"HND",2003,51.5,50.7,1.1,2.8
"HND",2004,51.8,50.7,1.1,2.8
"HND",2005,51.8,50.8,1.1,2.8
"HND",2006,51.5,50.6,1.1,2.8
"HND",2007,51.1,50.4,1.1,2.8
"HND",2008,50.6,50,1.1,2.8
"HND",2009,50,49.7,1.1,2.8
"HND",2010,49.8,49.5,1,2.8
"HND",2011,49.6,49.3,1.1,2.7
"HND",2012,49.3,49,1.1,2.7
"HND",2013,48.7,48.6,1.1,2.8
"HND",2014,48.1,48.3,1.1,2.8
"HND",2015,47.6,48,1.2,2.8
"HND",2016,47.5,47.9,1.4,2.8
"HND",2017,47.5,47.9,1.6,3
"HND",2018,47.5,47.9,1.7,3.2
"HRV",1988,28.8,42.7,2.5,3.9
"HRV",1989,28.9,42.9,2.4,3.9
"HRV",1990,28.8,42.9,2.3,3.9
"HRV",1991,28.7,43,2.2,3.7
"HRV",1992,28.7,43.1,2.2,3.6
"HRV",1993,28.7,43.1,2.1,3.6
"HRV",1994,28.6,43.1,2,3.5
"HRV",1995,28.6,43.2,2,3.4
"HRV",1996,28.6,43.2,1.8,3.3
"HRV",1997,28.5,43.3,1.8,3.2
"HRV",1998,28.5,43.4,1.6,3.1
"HRV",1999,28.3,43.4,1.5,3
"HRV",2000,28,43.4,1.4,3
"HRV",2001,27.8,43.5,1.3,2.9
"HRV",2002,27.6,43.5,1.3,2.9
"HRV",2003,27.4,43.5,1.3,2.9
"HRV",2004,27.4,43.6,1.3,2.8
"HRV",2005,27.3,43.7,1.3,2.8
"HRV",2006,27.5,43.9,1.2,2.8
"HRV",2007,27.7,44.1,1.3,2.7
"HRV",2008,28.1,44.3,1.3,2.7
"HRV",2009,28.5,44.5,1.3,2.8
"HRV",2010,28.9,44.7,1.3,2.8
"HRV",2011,29.2,44.9,1.4,2.8
"HRV",2012,29.3,45.1,1.4,2.8
"HRV",2013,29.5,45.2,1.4,2.9
"HRV",2014,29.6,45.3,1.4,3
"HRV",2015,29.6,45.3,1.6,3
"HRV",2016,29.6,45.3,1.6,3.1
"HRV",2017,29.6,45.3,1.8,3.2
"HTI",2001,53.4,56.9,3.2,4
"HTI",2002,53.4,57,3.3,4
"HTI",2003,53.5,57,3.3,3.9
"HTI",2004,53.5,57.1,3.2,3.9
"HTI",2005,53.5,57.2,3.2,4
"HTI",2006,53.6,57.2,3.2,4
"HTI",2007,53.7,57.3,3.2,4
"HTI",2008,53.7,57.3,3.1,3.9
"HTI",2009,53.7,57.4,3.1,3.8
"HTI",2010,53.7,57.4,3.1,3.7
"HTI",2011,53.7,57.5,3,3.8
"HTI",2012,53.7,57.6,2.9,3.7
"HUN",1986,21.7,41.2,1.1,1.6
"HUN",1987,21.8,41.3,0.9,1.4
"HUN",1988,22.2,42,0.9,1.3
"HUN",1989,22.7,42.7,0.7,1.2
"HUN",1990,24,44.2,0.9,1.3
"HUN",1991,25.3,45.6,0.9,1.2
"HUN",1992,26.1,46.8,0.8,1.1
"HUN",1993,26.5,47.7,0.6,1
"HUN",1994,27.5,48.8,0.7,1.1
"HUN",1995,27.5,49.1,0.6,1
"HUN",1996,27.5,49.4,0.6,1
"HUN",1997,27.3,49.4,0.7,1.1
"HUN",1998,27.3,49.5,0.7,1
"HUN",1999,27.5,49.8,0.8,1.1
"HUN",2000,27.4,49.8,0.7,1.1
"HUN",2001,27.4,49.9,0.8,1.2
"HUN",2002,27.5,50.1,0.8,1.2
"HUN",2003,27.9,50.5,0.8,1.2
"HUN",2004,27.9,50.6,0.8,1.2
"HUN",2005,27.7,50.5,0.8,1.2
"HUN",2006,27.3,50.2,0.7,1.1
"HUN",2007,27,50,0.8,1.1
"HUN",2008,26.6,49.8,0.8,1.1
"HUN",2009,26.9,50.3,0.8,1.1
"HUN",2010,27.2,50.4,0.8,1.2
"HUN",2011,27.4,50.7,0.8,1.2
"HUN",2012,27.8,51.1,0.8,1.2
"HUN",2013,28.1,51.3,0.7,1.1
"HUN",2014,27.9,51.1,0.8,1.1
"HUN",2015,27.7,50.8,0.8,1.2
"HUN",2016,27.8,51,0.8,1.2
"HUN",2017,28,51.2,0.8,1.3
"HUN",2018,28,51.2,1.1,1.6
"IDN",1986,41,38.9,1.4,1.6
"IDN",1987,41,38.9,1.4,1.6
"IDN",1988,41.2,39.1,1.5,1.5
"IDN",1989,41.4,39.4,1.5,1.6
"IDN",1990,41.6,39.6,1.4,1.5
"IDN",1991,41.7,39.7,1.4,1.5
"IDN",1992,41.9,39.9,1.4,1.4
"IDN",1993,42,40,1.3,1.4
"IDN",1994,42.1,40.1,1.4,1.5
"IDN",1995,42.2,40.2,1.3,1.4
"IDN",1996,42.3,40.3,1.3,1.4
"IDN",1997,42.1,40.2,1.3,1.4
"IDN",1998,41.9,40,1.3,1.4
"IDN",1999,41.8,39.8,1.3,1.3
"IDN",2000,41.8,39.8,1.3,1.3
"IDN",2001,41.9,39.9,1.2,1.3
"IDN",2002,42.1,39.9,1.2,1.2
"IDN",2003,42.5,40.2,1.3,1.3
"IDN",2004,42.8,40.5,1.3,1.3
"IDN",2005,43.2,40.6,1.3,1.4
"IDN",2006,43.6,40.9,1.4,1.5
"IDN",2007,44.1,41.2,1.4,1.5
"IDN",2008,44.5,41.5,1.4,1.5
"IDN",2009,45,41.9,1.4,1.5
"IDN",2010,45.6,42.3,1.5,1.5
"IDN",2011,46.1,42.8,1.5,1.5
"IDN",2012,46.6,43.1,1.5,1.5
"IDN",2013,46.9,43.3,1.5,1.5
"IDN",2014,47.1,43.5,1.5,1.6
"IDN",2015,47.2,43.6,1.6,1.6
"IDN",2016,47.2,43.6,1.7,1.7
"IDN",2017,47.2,43.6,1.7,1.9
"IDN",2018,47.2,43.6,1.8,2
"IND",1986,40,41.9,1.4,2.1
"IND",1987,40,42.1,1.4,2
"IND",1988,40.1,42.1,1.4,2
"IND",1989,40.1,42.2,1.3,2
"IND",1990,40.1,42.2,1.3,2
"IND",1991,40.2,42.4,1.3,1.9
"IND",1992,40.4,42.6,1.3,1.8
"IND",1993,40.5,42.7,1.2,1.8
"IND",1994,40.8,43,1.2,1.7
"IND",1995,41.2,43.3,1.2,1.8
"IND",1996,41.4,43.6,1.3,1.8
"IND",1997,41.9,44,1.3,1.7
"IND",1998,42.2,44.4,1.3,1.7
"IND",1999,42.5,44.7,1.3,1.7
"IND",2000,42.9,45,1.2,1.6
"IND",2001,43.7,45.6,1.2,1.5
"IND",2002,44.5,46.1,1.1,1.3
"IND",2003,45.5,46.8,0.9,1.1
"IND",2004,46.4,47.4,0.6,0.7
"IND",2005,46.4,47.6,0.9,1.1
"IND",2006,46.5,47.8,1.1,1.2
