COUNTRY,COUNTRY ABBREV,CCODE,YEAR,ISOCODE,TOTGEN,UEGEN,SKGEN,PGEN,APWWage,US100,UC1000,SS100,SC1000,MPS100,MPC1000,SPS100,SPC1000,UEQUAL,UEDUR,UEWAIT,UECOV,SICKQUAL,SICKDUR,SICKWAIT,SICKCOV,PQUAL,PFUND,AVGPER,PENCOV,MRET,FRET,LEXP65
"Italy",ITA,10,1999,380,27.2,4.2,8.8,14.2,38900000,0.398,0.503,0.753,0.832,0.291,0.52,0.877,0.785,104,26,7,,0,26,3,0.64,40,0.27,5,,64,59,18.5
"Italy",ITA,10,2000,380,28.1,4.9,8.8,14.3,39900000,0.416,0.495,0.761,0.837,0.294,0.524,0.884,0.794,104,26,0,,0,26,3,0.64,40,0.27,5,0.99,64,59,18.7
"Italy",ITA,10,2001,380,27.9,4.9,9,14.1,40500000,0.409,0.49,0.759,0.834,0.294,0.521,0.894,0.804,104,26,0,,0,26,3,0.65,40,0.27,5,,65,60,18.95
"Italy",ITA,10,2002,380,28.7,5.3,9.2,14.1,21466,0.494,0.615,0.77,0.873,0.295,0.512,0.897,0.815,104,26,0,,0,26,3,0.66,40,0.27,5,,65,60,19
"Italy",ITA,10,2003,380,29.1,5.4,9.3,14.4,22114,0.52,0.625,0.764,0.862,0.325,0.551,0.901,0.845,104,26,0,,0,26,3,0.67,40,0.27,5,,65,60,18.7
"Italy",ITA,10,2004,380,29.4,5.4,9.2,14.8,22683,0.52,0.628,0.767,0.863,0.327,0.557,0.915,0.858,104,26,0,,0,26,3,0.66,40,0.27,5,,65,60,19.5
"Italy",ITA,10,2005,380,29.5,5.4,9.4,14.7,23348,0.515,0.613,0.761,0.856,0.323,0.546,0.909,0.859,104,26,0,,0,26,3,0.68,40,0.27,5,,65,60,19.35
"Italy",ITA,10,2006,380,30.2,5.9,9.6,14.8,24117,0.606,0.725,0.76,0.853,0.32,0.543,0.902,0.854,104,30,0,,0,26,3,0.69,40,0.27,5,,65,60,19.85
"Italy",ITA,10,2007,380,30.2,5.8,9.7,14.7,24833,0.596,0.714,0.77,0.88,0.315,0.53,0.899,0.85,104,30,0,,0,26,3,0.69,40,0.27,5,,65,60,19.9
"Italy",ITA,10,2008,380,30,5.8,9.8,14.5,26354,0.574,0.692,0.768,0.874,0.297,0.51,0.867,0.825,104,35,0,,0,26,3,0.7,40,0.27,5,,65,60,20.1
"Italy",ITA,10,2009,380,29.9,5.8,9.6,14.6,27013,0.562,0.679,0.767,0.871,0.3,0.515,0.875,0.833,104,35,0,,0,26,3,0.69,40,0.27,5,0.85,65,60,20.2
"Italy",ITA,10,2010,380,29.6,5.7,9.6,14.3,28711,0.55,0.669,0.766,0.865,0.287,0.499,0.84,0.803,104,35,0,,0,26,3,0.69,40,0.27,5,,65,60,20.3
"Italy",ITA,10,2011,380,,4.9,9.5,,29531,0.556,0.67,0.748,0.84,0.282,0.495,0.838,0.797,104,34,8,,0,26,3,,40,0.27,5,,65,60,
"Japan",JPN,11,1970,392,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,13.9
"Japan",JPN,11,1971,392,20.4,5.4,6.2,8.9,858405,0.689,0.684,0.462,0.431,0.06,0.111,0.155,0.206,520,39,7,0.5,0,24,3,0.55,16,0.5,16,0.58,60,55,14.55
"Japan",JPN,11,1972,392,20.6,5.5,6.3,8.9,996074,,,0.462,0.435,0.056,0.105,0.153,0.202,520,39,7,0.51,0,24,3,0.56,17,0.5,17,0.63,60,55,14.75
"Japan",JPN,11,1973,392,20.6,5.5,6.3,8.8,1206626,0.663,0.67,0.459,0.44,0.049,0.094,0.143,0.188,520,39,7,0.52,0,24,3,0.56,18,0.5,18,0.73,60,55,14.65
"Japan",JPN,11,1974,392,21.8,5.6,6.5,9.7,1534601,0.66,0.661,0.495,0.475,0.077,0.149,0.327,0.398,520,39,7,0.53,0,26,3,0.56,19,0.5,19,0.76,60,55,14.8
"Japan",JPN,11,1975,392,21.8,5.2,6.5,10.1,1777546,0.657,0.658,0.493,0.471,0.11,0.21,0.319,0.414,1040,30,7,0.53,0,26,3,0.56,20,0.5,20,0.83,60,55,15.15
"Japan",JPN,11,1976,392,22.7,5.3,6.5,10.9,1980000,0.667,0.666,0.5,0.479,0.126,0.241,0.415,0.543,1040,30,7,0.53,0,26,3,0.56,21,0.5,21,0.87,60,55,15.35
"Japan",JPN,11,1977,392,23,5.3,6.4,11.3,2155871,0.669,0.676,0.502,0.488,0.145,0.282,0.416,0.566,1040,30,7,0.53,0,26,3,0.55,22,0.5,22,0.89,60,55,15.75
"Japan",JPN,11,1978,392,23.2,5.3,6.4,11.4,2230346,0.671,0.673,0.503,0.486,0.149,0.287,0.435,0.584,1040,30,7,0.53,0,26,3,0.55,23,0.5,23,0.91,60,55,15.95
"Japan",JPN,11,1979,392,23.5,5.3,6.5,11.6,2330300,0.686,0.667,0.514,0.482,0.153,0.287,0.456,0.59,1040,30,7,0.53,0,26,3,0.56,24,0.5,24,0.93,60,55,16.35
"Japan",JPN,11,1980,392,23.6,5.4,6.5,11.7,2535045,0.688,0.646,0.516,0.484,0.17,0.319,0.451,0.599,1040,30,7,0.54,0,26,3,0.56,25,0.5,25,0.94,60,55,16.15
"Japan",JPN,11,1981,392,24.6,5.5,6.7,12.4,2669300,0.691,0.649,0.519,0.487,0.191,0.359,0.513,0.718,1040,30,7,0.55,0,26,3,0.57,26,0.5,26,0.94,60,55,16.35
"Japan",JPN,11,1982,392,24.6,5.5,6.5,12.5,2811953,0.694,0.651,0.52,0.488,0.191,0.358,0.519,0.72,1040,30,7,0.55,0,26,3,0.56,27,0.5,27,0.94,60,55,16.8
"Japan",JPN,11,1983,392,25,5.5,6.6,12.8,2867400,0.728,0.664,0.546,0.498,0.205,0.374,0.559,0.751,1040,30,7,0.54,0,26,3,0.56,28,0.5,28,0.94,60,55,16.8
"Japan",JPN,11,1984,392,24.3,4.9,6.6,12.8,2990000,0.577,0.538,0.534,0.498,0.2,0.373,0.552,0.753,1040,30,7,0.55,0,26,3,0.56,29,0.5,29,0.94,60,55,17.05
"Japan",JPN,11,1985,392,24.4,4.9,6.6,12.8,3098000,0.59,0.537,0.545,0.497,0.205,0.373,0.57,0.756,1040,30,7,0.55,0,26,3,0.56,30,0.5,30,0.93,60,55,17.2
"Japan",JPN,11,1986,392,24.4,4.9,6.6,12.9,3159000,0.58,0.541,0.536,0.5,0.205,0.383,0.554,0.757,1040,30,7,0.55,0,26,3,0.56,31,0.5,31,0.93,60,55,17.6
"Japan",JPN,11,1987,392,24.2,5,6.7,12.4,3217000,0.586,0.539,0.542,0.498,0.164,0.302,0.535,0.772,1040,30,7,0.56,0,26,3,0.57,32,0.5,32,0.92,60,55,17.9
"Japan",JPN,11,1988,392,24.1,5.1,6.8,12.2,3306000,0.574,0.537,0.53,0.496,0.162,0.303,0.524,0.762,1040,30,7,0.57,0,26,3,0.58,33,0.5,33,0.92,60,55,17.7
"Japan",JPN,11,1989,392,24,5.1,6.9,12,3468000,0.571,0.539,0.528,0.499,0.159,0.301,0.514,0.746,1040,30,7,0.57,0,26,3,0.59,34,0.5,34,0.91,60,56,18.05
"Japan",JPN,11,1990,392,24.4,5.2,7.1,12.2,3685000,0.574,0.535,0.566,0.528,0.174,0.325,0.528,0.762,1040,30,7,0.58,0,26,3,0.59,35,0.5,35,0.91,60,56,18.1
"Japan",JPN,11,1991,392,24.6,5.4,7.2,12,3879000,0.619,0.585,0.572,0.541,0.173,0.326,0.509,0.745,1040,30,7,0.58,0,26,3,0.6,35,0.5,35,0.93,60,57,18.25
"Japan",JPN,11,1992,392,24.5,5.4,7.2,11.9,3933845,0.613,0.575,0.567,0.531,0.174,0.326,0.504,0.73,1040,30,7,0.58,0,26,3,0.6,35,0.5,35,0.95,60,57,18.3
"Japan",JPN,11,1993,392,24.7,5.5,7.2,12,3980935,0.614,0.575,0.568,0.532,0.186,0.349,0.51,0.743,1040,30,7,0.59,0,26,3,0.6,35,0.5,35,0.98,60,58,18.5
"Japan",JPN,11,1994,392,25.5,5.6,7.4,12.5,4064645,0.624,0.594,0.577,0.55,0.202,0.384,0.522,0.781,1040,30,7,0.59,0,26,3,0.61,35,0.5,35,1.02,60,58,18.85
"Japan",JPN,11,1995,392,25.5,5.5,7.4,12.6,3963000,0.615,0.586,0.568,0.542,0.211,0.403,0.526,0.789,1040,30,7,0.59,0,26,3,0.61,35,0.5,35,1.07,60,58,18.7
"Japan",JPN,11,1996,392,24.7,5.3,7.2,12.3,4175381,0.576,0.546,0.556,0.528,0.202,0.383,0.498,0.739,1040,30,7,0.59,0,26,3,0.6,35,0.5,35,1.1,60,59,19.2
"Japan",JPN,11,1997,392,25.2,5.4,7.3,12.5,4273736,0.596,0.569,0.575,0.549,0.209,0.399,0.502,0.749,1040,30,7,0.59,0,26,3,0.6,35,0.5,35,1.15,60,59,19.4
"Japan",JPN,11,1998,392,25.1,5.4,7.1,12.5,4203478,0.6,0.573,0.57,0.545,0.22,0.421,0.514,0.77,1040,30,7,0.59,0,26,3,0.59,36,0.5,36,1.18,60,60,19.55
"Japan",JPN,11,1999,392,24.9,5.4,7,12.5,4217380,0.596,0.569,0.57,0.545,0.227,0.433,0.512,0.768,1040,30,7,0.59,0,26,3,0.58,37,0.5,37,1.23,60,60,19.45
"Japan",JPN,11,2000,392,25.4,5.6,7.2,12.6,4225815,0.629,0.601,0.607,0.58,0.227,0.433,0.516,0.772,1040,30,7,0.59,0,26,3,0.58,38,0.5,38,1.26,60,60,19.95
"Japan",JPN,11,2001,392,25.1,5.5,7,12.6,4310304,0.625,0.598,0.609,0.582,0.223,0.426,0.515,0.767,1040,26,7,0.59,0,26,3,0.57,39,0.5,39,1.3,60,60,20.25
"Japan",JPN,11,2002,392,25.2,5.7,7,12.5,4254270,0.677,0.647,0.609,0.582,0.226,0.431,0.486,0.742,1040,26,7,0.58,0,26,3,0.57,40,0.5,40,1.34,60,60,20.5
"Japan",JPN,11,2003,392,24.6,5.1,7,12.5,4200199,0.583,0.557,0.605,0.579,0.225,0.429,0.495,0.749,1040,21,7,0.58,0,26,3,0.57,40,0.5,40,1.36,60,60,20.5
"Japan",JPN,11,2004,392,25.1,5.2,7.2,12.7,4205596,0.585,0.559,0.608,0.581,0.225,0.43,0.515,0.769,1040,21,7,0.59,0,26,3,0.58,40,0.5,40,1.83,60,60,20.75
"Japan",JPN,11,2005,392,25.1,5.2,7.2,12.6,4237202,0.582,0.556,0.61,0.583,0.224,0.428,0.512,0.764,1040,21,7,0.6,0,26,3,0.58,40,0.5,40,1.84,60,60,20.65
"Japan",JPN,11,2006,392,25.3,5.3,7.3,12.7,4258255,0.581,0.555,0.611,0.584,0.223,0.426,0.511,0.763,1040,21,7,0.61,0,26,3,0.59,40,0.5,40,1.87,60,60,20.9
"Japan",JPN,11,2007,392,25.5,5.4,7.7,12.5,4260920,0.571,0.529,0.682,0.631,0.224,0.414,0.512,0.74,1040,21,7,0.63,0,26,3,0.6,40,0.54,40,1.9,60,60,21.1
"Japan",JPN,11,2008,392,25.5,5.4,7.7,12.5,4268180,0.569,0.526,0.684,0.633,0.224,0.415,0.512,0.741,1040,21,7,0.63,0,26,3,,40,0.54,40,,60,60,21.1
"Japan",JPN,11,2009,392,26,5.5,7.7,12.9,4093808,0.587,0.542,0.681,0.629,0.233,0.43,0.529,0.766,1040,21,7,,0,26,3,,40,0.5,40,,60,60,21.45
"Japan",JPN,11,2010,392,25.7,5.3,7.6,12.7,4089629,0.577,0.506,0.685,0.601,0.234,0.411,0.533,0.733,1040,21,7,,0,26,3,,40,0.5,40,,60,60,21.4
"Japan",JPN,11,2011,392,,,,,,0.617,0.543,0.686,0.604,0.237,0.418,0.541,0.746,,,,,,,,,,,,,,,
"Netherlands",NLD,12,1970,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7
"Netherlands",NLD,12,1971,528,,,,,14511,,,,,,,,,26,26,0,0.85,0,52,2,0.85,,1,,0.79,,,14.75
"Netherlands",NLD,12,1972,528,,,,,16449,,,,,,,,,26,26,0,0.85,0,52,2,0.85,,1,,0.8,65,65,14.65
"Netherlands",NLD,12,1973,528,,,,,18634,,,,,,,,,26,26,0,0.85,0,52,2,0.86,,1,,0.8,65,65,14.95
"Netherlands",NLD,12,1974,528,,,,,22029,,,,,,,,,26,26,0,0.85,0,52,2,0.86,,1,,0.8,65,65,15.15
"Netherlands",NLD,12,1975,528,36.7,13,12.9,10.8,24567,0.847,0.855,0.866,0.855,0.468,0.56,0.468,0.56,26,26,0,0.85,0,52,2,0.86,0,1,0,0.81,65,65,15
"Netherlands",NLD,12,1976,528,37.1,12.8,13.1,11.2,27202,0.849,0.856,0.867,0.856,0.486,0.592,0.486,0.592,26,26,0,0.84,0,52,2,0.87,0,1,0,0.81,65,65,15.1
"Netherlands",NLD,12,1977,528,37.8,13,13.1,11.7,27982,0.845,0.854,0.866,0.854,0.507,0.624,0.507,0.624,26,26,0,0.85,0,52,2,0.87,0,1,0,0.82,65,65,15.6
"Netherlands",NLD,12,1978,528,37.8,13,13.4,11.5,31400,0.848,0.853,0.865,0.853,0.494,0.612,0.494,0.612,26,26,0,0.85,0,52,2,0.89,0,1,0,0.82,65,65,15.45
"Netherlands",NLD,12,1979,528,38.6,13.1,13.4,12.1,31506,0.846,0.855,0.87,0.855,0.526,0.645,0.526,0.645,26,26,0,0.86,0,52,2,0.89,0,1,0,0.82,65,65,15.75
"Netherlands",NLD,12,1980,528,38.1,13.1,13.4,11.6,35900,0.851,0.854,0.868,0.854,0.496,0.608,0.496,0.608,26,26,0,0.86,0,52,2,0.89,0,1,0,0.82,65,65,15.85
"Netherlands",NLD,12,1981,528,39.4,13.1,13.4,12.9,34235,0.838,0.86,0.874,0.86,0.581,0.703,0.581,0.703,26,26,0,0.86,0,52,2,0.89,0,1,0,0.82,65,65,15.9
"Netherlands",NLD,12,1982,528,38.8,13.1,13.5,12.2,36920,0.866,0.878,0.89,0.878,0.533,0.646,0.533,0.646,26,26,0,0.85,0,52,2,0.89,0,1,0,0.82,65,65,15.9
"Netherlands",NLD,12,1983,528,39.9,13.1,13.7,13,37575,0.881,0.89,0.9,0.89,0.588,0.707,0.588,0.707,26,26,0,0.84,0,52,2,0.9,0,1,0,0.82,65,65,16
"Netherlands",NLD,12,1984,528,37.8,12.1,13.7,12.1,38111,0.853,0.888,0.898,0.888,0.518,0.639,0.518,0.639,26,26,0,0.78,0,52,2,0.9,0,1,0,0.82,65,65,16
"Netherlands",NLD,12,1985,528,37.1,11.4,13.2,12.5,38038,0.755,0.805,0.817,0.805,0.544,0.66,0.544,0.66,26,26,0,0.78,0,52,2,0.9,0,1,0,1.06,65,65,16.3
"Netherlands",NLD,12,1986,528,36.9,11.7,13.2,12,39700,0.761,0.804,0.816,0.804,0.498,0.63,0.498,0.63,26,26,0,0.8,0,52,2,0.9,0,1,0,1.06,65,65,16.35
"Netherlands",NLD,12,1987,528,37,11.6,13,12.4,40692,0.764,0.803,0.815,0.803,0.513,0.658,0.513,0.658,156,78,0,0.8,0,52,2,0.89,0,1,0,1.06,65,65,16.65
"Netherlands",NLD,12,1988,528,36.3,11.4,13,11.8,41000,0.762,0.803,0.816,0.803,0.479,0.61,0.479,0.61,156,78,0,0.79,0,52,2,0.89,0,1,0,1.06,65,65,16.65
"Netherlands",NLD,12,1989,528,36.6,11.5,13,12,41700,0.758,0.794,0.809,0.794,0.494,0.629,0.494,0.629,156,78,0,0.8,0,52,2,0.89,0,1,0,1.06,65,65,16.6
"Netherlands",NLD,12,1990,528,36,11.6,12.8,11.5,43775,0.779,0.764,0.789,0.764,0.47,0.577,0.47,0.577,156,78,0,0.81,0,52,2,0.89,0,1,0,1.06,65,65,16.65
"Netherlands",NLD,12,1991,528,36.6,12.1,13,11.6,45225,0.78,0.764,0.789,0.764,0.472,0.579,0.472,0.579,156,78,0,0.84,0,52,2,0.9,0,1,0,1.06,65,65,16.7
"Netherlands",NLD,12,1992,528,36.4,11.9,12.9,11.7,47390,0.789,0.774,0.798,0.774,0.477,0.577,0.477,0.577,156,78,0,0.82,0,52,2,0.89,0,1,0,1.06,65,65,16.9
"Netherlands",NLD,12,1993,528,36.5,12.1,12.9,11.4,48865,0.786,0.774,0.797,0.774,0.468,0.569,0.468,0.569,156,78,0,0.84,0,52,2,0.89,0,1,0,1.07,65,65,16.6
"Netherlands",NLD,12,1994,528,35.7,11.9,12.7,11.1,50160,0.77,0.764,0.795,0.764,0.441,0.538,0.441,0.538,156,78,0,0.83,0,52,2,0.88,0,1,0,1.06,65,65,16.9
"Netherlands",NLD,12,1995,528,34.7,10.7,12.7,11.4,50685,0.766,0.76,0.792,0.76,0.46,0.557,0.46,0.557,1040,78,0,0.81,0,52,2,0.88,0,1,0,1.07,65,65,16.85
"Netherlands",NLD,12,1996,528,35.7,10.9,13.2,11.6,51750,0.762,0.758,0.793,0.758,0.472,0.569,0.472,0.569,1040,,0,0.87,0,52,0,0.89,0,1,0,1.07,65,65,16.9
"Netherlands",NLD,12,1997,528,35.6,11,13.1,11.5,54659,0.771,0.764,0.793,0.764,0.46,0.556,0.46,0.556,1040,104,0,0.82,0,52,0,0.88,0,1,0,1.07,65,65,17.1
"Netherlands",NLD,12,1998,528,36.2,11.2,13.3,11.8,56500,0.777,0.762,0.797,0.762,0.475,0.583,0.475,0.583,1040,104,0,0.83,0,52,0,0.89,0,1,0,1.07,65,65,17.15
"Netherlands",NLD,12,1999,528,37,12,13.3,11.8,58239,0.772,0.765,0.8,0.765,0.479,0.58,0.479,0.58,1040,104,0,0.89,0,52,0,0.89,0,1,0,1.07,65,65,17.1
"Netherlands",NLD,12,2000,528,37.2,12.1,13.3,11.9,61020,0.785,0.772,0.8,0.772,0.479,0.586,0.479,0.586,1040,104,0,0.89,0,52,0,0.89,0,1,0,1.07,65,65,17.25
"Netherlands",NLD,12,2001,528,37.6,12.1,13.4,12.2,64900,0.786,0.78,0.812,0.78,0.506,0.595,0.506,0.595,1040,104,0,0.89,0,52,0,0.89,0,1,0,1.07,65,65,17.4
"Netherlands",NLD,12,2002,528,37.7,12.1,13.4,12.2,30919,0.787,0.78,0.811,0.78,0.505,0.598,0.505,0.598,1040,104,0,0.89,0,52,0,0.89,0,1,0,1.08,65,65,17.45
"Netherlands",NLD,12,2003,528,37.9,12,13.5,12.5,31790,0.784,0.785,0.837,0.785,0.518,0.612,0.518,0.612,1040,104,0,0.88,0,52,0,0.89,0,1,0,1.08,65,65,17.65
"Netherlands",NLD,12,2004,528,38.6,12,14,12.6,32457,0.787,0.788,0.84,0.788,0.517,0.612,0.517,0.612,1040,104,0,0.88,0,104,0,0.89,0,1,0,1.09,65,65,18.05
"Netherlands",NLD,12,2005,528,38.5,12,13.8,12.6,33185,0.789,0.79,0.847,0.79,0.514,0.609,0.514,0.609,1040,104,0,0.88,0,104,0,0.88,0,1,0,1.09,65,65,18.2
"Netherlands",NLD,12,2006,528,38.1,11.9,13.9,12.4,34986,0.799,0.78,0.866,0.78,0.493,0.591,0.493,0.591,1040,104,0,0.87,0,104,0,0.88,0,1,0,1.1,65,65,18.4
"Netherlands",NLD,12,2007,528,37.9,11.8,13.7,12.4,36015,0.786,0.778,0.865,0.778,0.487,0.579,0.487,0.579,1040,104,0,0.87,0,104,0,0.87,0,1,0,1.1,65,65,18.75
"Netherlands",NLD,12,2008,528,37.9,11.8,13.7,12.4,37322,0.791,0.78,0.868,0.78,0.488,0.578,0.488,0.578,1040,90,0,0.87,0,104,0,0.87,0,1,0,1.1,65,65,18.9
"Netherlands",NLD,12,2009,528,38.5,11.9,13.8,12.8,37931,0.832,0.818,0.859,0.818,0.523,0.584,0.523,0.584,1040,90,0,0.86,0,104,0,0.87,0,1,0,1.11,65,65,19.1
"Netherlands",NLD,12,2010,528,38.6,11.9,13.8,12.9,38771,0.83,0.817,0.859,0.817,0.518,0.581,0.518,0.581,1040,90,0,0.86,0,104,0,,0,1,0,,65,65,19.55
"Netherlands",NLD,12,2011,528,,11.7,13.6,,39362,0.804,0.783,0.824,0.783,0.482,0.593,0.482,0.593,1040,90,0,,0,104,0,,0,1,0,,65,65,
"New Zealand",NZL,13,1970,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.25
"New Zealand",NZL,13,1971,554,20.7,7.2,6.4,7,3602,0.263,0.528,0.263,0.528,0.263,0.426,0.263,0.426,0,999,7,1,0,999,7,1,0,0,0,0.73,60,60,14.25
"New Zealand",NZL,13,1972,554,21.2,7.4,6.5,7.3,3932,,,,,,,,,0,999,7,1,0,999,7,1,0,0,0,0.73,60,60,14.3
"New Zealand",NZL,13,1973,554,21.7,7.6,6.6,7.5,4398,0.322,0.622,0.322,0.622,0.322,0.481,0.322,0.481,0,999,7,1,0,999,7,1,0,0,0,0.74,60,60,14.45
"New Zealand",NZL,13,1974,554,21.7,7.5,6.6,7.6,4998,,,,,,,,,0,999,7,1,0,999,7,1,0,0,0,0.76,60,60,14.5
"New Zealand",NZL,13,1975,554,21.6,7.4,6.5,7.7,5658,0.347,0.516,0.347,0.516,0.347,0.516,0.347,0.516,0,999,7,1,0,999,7,1,0,0,0,0.77,60,60,14.65
"New Zealand",NZL,13,1976,554,22.1,7.5,6.6,7.9,6409,,,,,,,,,0,999,7,1,0,999,7,1,0,0,0,0.77,60,60,14.7
"New Zealand",NZL,13,1977,554,22.5,7.7,6.7,8.2,7234,0.357,0.617,0.357,0.617,0.392,0.591,0.392,0.591,0,999,7,1,0,999,7,1,0,0,0,0.93,60,60,14.8
"New Zealand",NZL,13,1978,554,22.1,7.6,6.7,7.9,8180,,,,,0.368,0.529,0.368,0.529,0,999,7,1,0,999,7,1,0,0,0,0.95,60,60,14.9
"New Zealand",NZL,13,1979,554,22.4,7.5,6.6,8.3,9591,0.357,0.559,0.357,0.559,0.424,0.585,0.424,0.585,0,999,7,1,0,999,7,1,0,0,0,0.95,60,60,15
"New Zealand",NZL,13,1980,554,22.4,7.5,6.7,8.2,11028,,,,,0.401,0.574,0.401,0.574,0,999,7,1,0,999,7,1,0,0,0,0.95,60,60,15.1
"New Zealand",NZL,13,1981,554,22.6,7.6,6.7,8.3,13151,0.306,0.618,0.356,0.618,0.404,0.592,0.404,0.632,0,999,7,1,0,999,7,1,0,0,0,0.96,60,60,15.2
"New Zealand",NZL,13,1982,554,22.9,7.6,6.8,8.5,14903,0.317,0.643,0.37,0.643,0.424,0.629,0.424,0.629,0,999,7,1,0,999,7,1,0,0,0,0.96,60,60,15.3
"New Zealand",NZL,13,1983,554,22.1,7.2,6.2,8.8,14963,0.358,0.721,0.417,0.721,0.454,0.676,0.454,0.676,0,999,14,1,0,999,14,1,0,0,0,0.97,60,60,15.35
"New Zealand",NZL,13,1984,554,21.7,7.1,6.1,8.6,16041,0.349,0.68,0.407,0.68,0.434,0.629,0.434,0.629,0,999,14,1,0,999,14,1,0,0,0,0.98,60,60,15.4
"New Zealand",NZL,13,1985,554,21.7,7.1,6.1,8.5,17810,0.361,0.691,0.408,0.691,0.429,0.616,0.429,0.616,0,999,14,1,0,999,14,1,0,0,0,0.98,60,60,15.45
"New Zealand",NZL,13,1986,554,22.3,7.3,6.2,8.8,19155,0.38,0.744,0.43,0.744,0.449,0.673,0.449,0.673,0,999,14,1,0,999,14,1,0,0,0,0.97,60,60,15.55
"New Zealand",NZL,13,1987,554,22.2,7.3,6.3,8.7,22442,0.374,0.758,0.423,0.758,0.431,0.644,0.431,0.644,0,999,14,1,0,999,14,1,0,0,0,0.97,60,60,15.75
"New Zealand",NZL,13,1988,554,22.1,7.2,6.2,8.7,25213,0.362,0.744,0.41,0.744,0.422,0.652,0.422,0.652,0,999,14,1,0,999,14,1,0,0,0,0.97,60,60,15.95
"New Zealand",NZL,13,1989,554,21.9,7.1,6.1,8.6,27035,0.342,0.713,0.387,0.713,0.408,0.631,0.408,0.631,0,999,14,1,0,999,14,1,0,0,0,0.97,60,60,16.25
"New Zealand",NZL,13,1990,554,22,7.1,6.1,8.8,28619,0.34,0.719,0.385,0.719,0.41,0.65,0.41,0.668,0,999,14,1,0,999,14,1,0,0,0,0.97,60,60,16.45
"New Zealand",NZL,13,1991,554,21.6,6.9,5.9,8.8,29485,0.3,0.653,0.312,0.689,0.432,0.64,0.432,0.64,0,999,14,1,0,999,14,1,0,0,0,0.96,60,60,16.65
"New Zealand",NZL,13,1992,554,21.4,6.9,5.9,8.6,30341,0.295,0.649,0.307,0.685,0.422,0.632,0.422,0.632,0,999,14,1,0,999,14,1,0,0,0,0.94,,,16.8
"New Zealand",NZL,13,1993,554,21.2,6.9,5.9,8.4,30772,0.295,0.65,0.308,0.686,0.422,0.634,0.422,0.634,0,999,14,1,0,999,14,1,0,0,0,0.93,62,62,16.9
"New Zealand",NZL,13,1994,554,21.2,6.9,5.9,8.5,31895,0.29,0.656,0.302,0.691,0.414,0.636,0.414,0.636,0,999,14,1,0,999,14,1,0,0,0,0.92,62,62,17.1
"New Zealand",NZL,13,1995,554,21.2,6.8,5.9,8.5,32546,0.293,0.645,0.305,0.68,0.418,0.624,0.418,0.644,0,999,14,1,0,999,14,1,0,0,0,0.92,62,62,17.2
"New Zealand",NZL,13,1996,554,20.9,6.8,5.8,8.3,33509,0.284,0.618,0.296,0.652,0.406,0.602,0.406,0.599,0,999,14,1,0,999,14,1,0,0,0,0.92,,,17.35
"New Zealand",NZL,13,1997,554,20.7,6.7,5.8,8.1,34602,0.28,0.606,0.292,0.639,0.4,0.585,0.4,0.576,0,999,14,1,0,999,14,1,0,0,0,0.91,63,63,17.55
"New Zealand",NZL,13,1998,554,20.4,6.7,5.7,8,35525,0.269,0.586,0.281,0.617,0.385,0.558,0.385,0.558,0,999,14,1,0,999,14,1,0,0,0,0.92,,,17.75
"New Zealand",NZL,13,1999,554,21.7,7.4,6.5,7.9,35482,0.269,0.583,0.269,0.583,0.386,0.557,0.387,0.556,0,999,7,1,0,999,7,1,0,0,0,0.91,64,64,17.95
"New Zealand",NZL,13,2000,554,21.7,7.3,6.5,7.9,36511,0.263,0.576,0.263,0.576,0.398,0.584,0.398,0.584,0,999,7,1,0,999,7,1,0,0,0,0.95,,,18.15
"New Zealand",NZL,13,2001,554,21.7,7.4,6.5,7.9,38078,0.262,0.58,0.262,0.58,0.398,0.571,0.398,0.571,0,999,7,1,0,999,7,1,0,0,0,0.99,65,65,18.35
"New Zealand",NZL,13,2002,554,21.7,7.3,6.4,7.9,39912,0.257,0.576,0.257,0.576,0.39,0.591,0.39,0.591,0,999,7,1,0,999,7,1,0,0,0,0.98,65,65,18.55
"New Zealand",NZL,13,2003,554,21.8,7.3,6.4,8,40467,0.255,0.577,0.255,0.577,0.388,0.596,0.396,0.604,0,999,7,1,0,999,7,1,0,0,0,0.98,65,65,18.7
"New Zealand",NZL,13,2004,554,21.9,7.3,6.5,8.1,41778,0.258,0.58,0.258,0.58,0.391,0.602,0.391,0.602,0,999,7,1,0,999,7,1,0,0,0,0.98,65,65,18.95
"New Zealand",NZL,13,2005,554,21.8,7.3,6.5,8,43180,0.26,0.576,0.26,0.576,0.394,0.567,0.391,0.565,0,999,7,1,0,999,7,1,0,0,0,0.99,65,65,19.1
"New Zealand",NZL,13,2006,554,21.4,7.2,6.4,7.8,45514,0.261,0.519,0.261,0.519,0.397,0.515,0.385,0.506,0,999,7,1,0,999,7,1,0,0,0,0.98,65,65,19.3
"New Zealand",NZL,13,2007,554,21.4,7.2,6.4,7.8,47380,0.257,0.527,0.257,0.527,0.399,0.515,0.391,0.508,0,999,7,1,0,999,7,1,0,0,0,0.98,65,65,19.4
"New Zealand",NZL,13,2008,554,21.4,7.2,6.4,7.8,49420,0.255,0.528,0.255,0.528,0.396,0.51,0.384,0.502,0,999,7,1,0,999,7,1,0,0,0,0.99,65,65,19.55
